Who is the main character in the game "The Last of Us"?	Ellie	Joel	Abby	Tommy
What is the fastest growing social media platform in 2024?	TikTok	Instagram	Facebook	Twitter
Which company produces the Galaxy series of smartphones?	Samsung	Apple	Huawei	Nokia
What is the top-selling electric vehicle in 2024?	Model	Bolt	Leaf	Taycan
Who is the current Chancellor of Germany?	Scholz	Merkel	Scholtz	Johnson
What is the most popular web browser in 2024?	Chrome	Firefox	Safari	Edge
Who won the 2023 Ballon d'Or?	Messi	Ronaldo	Lewandowski	Neymar
Which country is the largest producer of renewable energy in 2024?	China	USA	India	Germany
What is the most popular programming language for web development in 2024?	JavaScript	Python	Ruby	PHP
Who is the main antagonist in the movie "Avengers: Endgame"?	Thanos	Loki	Ultron	Hela
What is the most popular fitness app in 2024?	MyFitness	Fitbit	Strava	Nike Run
Which company is leading in AI research in 2024?	Google	IBM	Microsoft	OpenAI
What is the name of the new Microsoft AI chatbot?	Bing	Cortana	Alexa	Siri
Who is the author of the "Harry Potter" series?	Rowling	Tolkien	Lewis	Martin
What is the most popular online shopping site in 2024?	Amazon	eBay	Alibaba	Walmart
Which country has the largest population in 2024?	India	China	USA	Indonesia
What is the name of the latest Windows operating system?	Windows	Vista	XP	7
Who won the 2024 NBA Championship?	Nuggets	Lakers	Heat	Warriors
What is the most popular mobile game in 2024?	Among Us	Candy Crush	PUBG	Fortnite
Which company produces the Pixel line of smartphones?	Google	Samsung	Apple	OnePlus
What is the most popular online learning platform in 2024?	Udemy	Coursera	Khan Academy	edX
Who is the lead singer of the band Coldplay?	Martin	Grohl	Bono	Hetfield
What is the name of the latest Marvel movie released in 2024?	Eternals	Avengers	Spiderman	Thor
What is the most popular streaming service for TV shows in 2024?	Netflix	Hulu	Amazon Prime	Disney+
Which car company is known for the Model S?	Tesla	Ford	BMW	Audi
Who is the CEO of Facebook?	Zuckerberg	Bezos	Cook	Pichai
What is the best-selling smart speaker in 2024?	Alexa	Google Home	Sonos	HomePod
Which country won the 2023 Rugby World Cup?	France	New Zealand	England	South Africa
What is the top-selling video game console in 2024?	Switch	PlayStation	Xbox	Stadia
Who is the main character in the game "Cyberpunk 2077"?	V	Johnny	Jackie	Judy
What is the most used programming language in 2024?	Python	Java	C++	Swift
Who is the director of the movie "Inception"?	Nolan	Spielberg	Cameron	Tarantino
What is the most popular VR headset in 2024?	Quest 3	Vive	Rift	Index
What is the name of the latest SpaceX rocket?	Starship	Falcon	Dragon	Apollo
Who is the CEO of Microsoft?	Nadella	Gates	Ballmer	Bezos
What is the most popular mobile operating system in 2024?	Android	iOS	Windows	Harmony
What is the top-selling electric bike in 2024?	Zero	Harley	Trek	Specialized
Who is the main character in the series "Stranger Things"?	Eleven	Mike	Lucas	Dustin
What is the most popular cloud storage service in 2024?	Dropbox	Google Drive	iCloud	OneDrive
Who won the 2023 Tour de France?	Pogacar	Froome	Thomas	Bernal
What is the most popular home workout equipment in 2024?	Peloton	NordicTrack	Bowflex	Tonal
What is the name of the AI assistant developed by Amazon?	Alexa	Siri	Cortana	Google Assistant
Who is the CEO of Twitter?	Musk	Dorsey	Zuckerberg	Bezos
What company is known for its ThinkPad line of laptops?	Lenovo	Dell	HP	Asus
Which country hosted the 2024 Winter Olympics?	Italy	Japan	Canada	Russia
What is the most popular fintech app in 2024?	PayPal	Venmo	Square	Stripe
Who is the lead character in the game "Fortnite"?	Jones	Peely	Drift	Raven
What is the most popular video conferencing tool in 2024?	Zoom	Teams	Skype	WebEx
Who is the author of "The Hunger Games"?	Collins	Rowling	Tolkien	Martin
What is the most popular online payment system in 2024?	PayPal	Venmo	Zelle	Stripe
Who is the main character in "The Witcher" series?	Geralt	Yennefer	Ciri	Triss
What is the most popular fitness tracker in 2024?	Fitbit	Apple Watch	Garmin	Samsung Gear
Who won the 2024 Grammy Award for Best Album?	Swift	Adele	Beyonce	Drake
What is the most used search engine in 2024?	Google	Bing	Yahoo	DuckDuckGo
Who is the main character in "The Mandalorian"?	Mando	Grogu	Cara	Boba
What is the most popular online marketplace in 2024?	Amazon	eBay	Alibaba	Etsy
Which company produces the Xbox console?	Microsoft	Sony	Nintendo	Sega
What is the name of the latest Star Wars movie?	Rogue One	A New Hope	The Last Jedi	The Rise of Skywalker
Who is the director of "Avatar: The Way of Water"?	Cameron	Spielberg	Nolan	Scott
What is the most popular streaming service for music in 2024?	Spotify	Apple Music	YouTube Music	Amazon Music
What is the name of the Chinese technology company known for its smartphones and smartwatches?	Xiaomi	Huawei	Oppo	Vivo
Who is the current president of France?	Macron	Hollande	Sarkozy	Le Pen
What is the name of the virtual assistant developed by Google?	Google Assistant	Alexa	Siri	Cortana
Which company created the e-commerce platform called Taobao?	Alibaba	Amazon	eBay	JD.com
What is the name of the satellite-based navigation system developed by Russia?	GLONASS	GPS	Galileo	Beidou
What is the name of the first privately developed spacecraft to reach orbit?	Dragon	Falcon	Starship	New Shepard
Who is the CEO of the online payment company Square?	Dorsey	Musk	Zuckerberg	Bezos
What is the most spoken language in India?	Hindi	Bengali	Tamil	Telugu
Which video game is known for its character Mario?	Mario	Sonic	Donkey Kong	Link
What is the name of the most recent Mars rover sent by NASA?	Perseverance	Curiosity	Spirit	Opportunity
What is the name of the high-speed train network in Japan?	Shinkansen	TGV	ICE	KTX
Which company developed the video game "The Legend of Zelda"?	Nintendo	Sony	Sega	Microsoft
Who is the founder of the electric vehicle company Rivian?	Scaringe	Musk	Bezos	Jobs
Who was the man convicted of masterminding the 1969 LaBianca-Tate murders?	Charles Manson	Ed Gein	Ted Bundy	Jim Jones
In phonetics, the z in 'zoo' is an example of what kind of sound?	fricative	plosive	approximant	nasal
What does the "touch of Midas" turn everything?	Gold	Invisible	Dead	Water
What Does The XP In The Operating System 'Windows XP' Actually Stand For?	Experience	Expertise	Extra Power	Express
Who did the singer Lulu marry in 1969?	Maurice Gibb	Tom Jones	Paul McCartney	Brian Wilson
Complete this popular saying: 'Give credit where credit is _______'	Due	Earned	Needed	Appreciated
What is the name of the endearing cat sound that is caused by the vibration of the false vocal cords?	A purr	A meow	A mewl	A ruff
What word is used in the NATO Phonetic Alphabet for the letter S?	Sierra	Serious	Silly	Salt
Which word is defined as 'to pawn or mortgage something'?	Impignorate	Dipthong	Deipnophobia	Erf
What metal corresponds to the Spanish term "plata"?	Silver	Gold	Iron	Copper
Which word is defined as 'having wooly or crispy hair'?	Ulotrichous	Conjubilant	Kakorrhaphiophobia	Sprunt
What is the geological term meaning 'to wear away'?	Erode	Erupt	Elevate	Emanate
Which word is defined as 'a small auxiliary engine on a ship'?	Donkey Engine	Gabelle	Grommet	Yarborough
Which word is defined as 'somebody who walks in front of you through a crowd'?	Whiffler	Firman	Salopettes	Donkey Engine
What is the fancy name for women's underwear, which is derived from a French word?	Lingerie	Corsetry	Foundation garments	Intimates
What is the Spanish word for 'reddish-brown' that signifies a cigar class?	Colorado	Blanco	Negro	Verde
In 1911 Roald Amundsen became the first person to reach where?	South Pole	The Peak of Mount Everest	The Moon	The Mariana Trench
Who Was Responsible For The Assassination Of John Lennon?	Mark David Chapman	J. D. Salinger	Lee Harvey Oswald	John Wilkes Booth
Which word is defined as 'style of shoe or boot in the 1950s with a sharp and long pointed toe'?	Winklepicker	Tittynope	Dipthong	Finifugal
In phonetics, which of these is an example of a plosive sound?	The g in 'green'	The v in 'village'	The r in 'red'	The m in 'mother'
Which word is defined as 'a tightrope walker'?	Funambulist	Gubbins	Kerfuffle	Hullaballoo
How Many Furlongs Are There In A Mile?	8	12	10	6
Which word is defined as 'outdated word meaning “armpit”'?	Oxter	Erf	Futz	Bumfuzzle
In phonetics, which of these is an example of an approximant sound?	The l in 'long'	The m in 'mother'	The f in 'fish'	The k in 'sock'
In phonetics, which of these is an example of a plosive sound?	The d in 'door'	The y in 'yellow'	The r in 'red'	The z in 'zoo'
In video game slang, what does the acronym 'NPC' stand for?	Non-player character	New player character	Non-playable challenge	Never play cautiously
Which word is defined as 'a commotion or fuss'?	Kerfuffle	Donkey Engine	Taradiddle	Bibble
How Old Was James Dean When He Died?	24	27	20	30
Which expert should you call if you're building with stone?	Mason	Carpenter	Electrician	Plumber
The part of the foot of a horse between the fetlock and the hoof is the __________	Pastern	Sole	Periople	Hock
Which word is defined as 'a small shoot growing from the root of a plant'?	Ratoon	Curmudgeon	Tittynope	Fudgel
Which term meaning "to rigidly categorize" comes from small desk compartments?	Pigeonhole	Dovetail	Crowstuff	Owlnook
What is the name of the component under which you'll find the ends of the spark plug wires?	Distributor cap	Engine cover	Oil filter	Air intake manifold
Which computer company was set up by Steven Jobs and Stephen Wozniak?	Apple	Blackberry	Microsoft	Google
What term is used to describe the process of preparing wool fibers before they are spun?	Carded	Combed	Washed	Sheared
When is the Feast of St. Nicholas?	December 6th	December 18th	December 25th	December 26th
Which word is defined as 'of, pertaining to, or resembling a hedgehog'?	Erinaceous	Sprunt	Whippersnapper	Frankenfood
What word is used in the NATO Phonetic Alphabet for the letter R?	Romeo	Rwanda	Roar	Rowboat
What word is used in the NATO Phonetic Alphabet for the letter M?	Mike	Mambo	Mauritius	Mendip
Which word is defined as 'to waste time or busy oneself aimlessly'?	Futz	Discombobulate	Cabotage	Jentacular
The word "renaissance" comes from the Old French "renaistre", which means what?	Reborn	Returned	Revolutionary	Respected
The words "Myrrh is mine, its bitter perfume breathes of life, of gathering gloom___" come from which Christmas carol?	We Three Kings	I Saw Three Ships	Once In Royal David's City	Good King Wenceslas
Which -ism is used when something out of its proper historical context?	Anachronism	Calvinism	Cynicism	Feudalism
What is the meaning of the name of the constellation Cygnus?	Swan	Ring	River	Mountain
In phonetics, which of these is an example of a plosive sound?	The p in 'pin'	The ch in 'cheese'	The n in 'no'	The m in 'mother'
Which of these words means "to treat someone like a celebrity"?	Lionize	Tigerize	Pantherize	Hyenize
What is the name given to a heat wave that occurs in autumn?	Indian summer	Mercury summer	Roman summer	Alaska summer
Which word is defined as 'an old Scots term meaning to look at somebody while they’re eating in the hope that they’ll give you some of their food'?	Groke	Quomodocunquizing	Nudiustertian	Macrosmatic
What grammatical unit can be simple, compound or complex?	Sentence	Word	Conjunction	Clause
Which word is defined as 'hand of cards containing no card above a nine'?	Yarborough	Octothorpe	Grommet	Pauciloquent
Which river flows through the Scottish city of Glasgow?	Clyde	Tay	Dee	Tweed
What is the unit of currency in Laos?	Kip	Ruble	Konra	Dollar
After how many years would you celebrate your crystal anniversary?	15	20	10	25
Whose greyscale face is on the kappa emoticon on Twitch?	Josh DeSeno	Justin DeSeno	John DeSeno	Jimmy DeSeno
Which of the General Mills Corporation's monster cereals was the last to be released in the 1970's?	Fruit Brute	Count Chocula	Franken Berry	Boo-Berry
The new One World Trade Center in Manhattan, New York City was designed by which architect? 	David Childs	Bjarke Ingels	Michael Arad	Fumihiko Maki
Directly between the Washington Monument and the Reflecting Pool is a memorial to which war?	World War II	Vietnam War	American Civil War	American Revolutionary War
Which iconic Disneyland attraction was closed in 2017 to be remodeled as a "Guardians of the Galaxy" themed ride?	Twilight Zone Tower of Terror	The Haunted Mansion	Pirates of the Caribbean	Peter Pan's Flight
What is the romanized Japanese word for "university"?	Daigaku	Toshokan	Jimusho	Shokudou
Which of the following buildings is example of a structure primarily built in the Art Deco architectural style?	Niagara Mohawk Building	Taipei 101	One Detroit Center	Westendstrasse 1
Who is the founder of "The Lego Group"?	Ole Kirk Christiansen	 Jens Niels Christiansen	Kirstine Christiansen	 Gerhardt Kirk Christiansen
Where did the pineapple plant originate?	South America	Hawaii	Europe	Asia
When was Nintendo founded?	September 23rd, 1889	October 19th, 1891	March 4th, 1887	December 27th, 1894
Earl Grey tea is black tea flavoured with what?	Bergamot oil	Lavender	Vanilla	Honey
What is a Burgee?	A flag	A rope	A window	A type of food
When was Hubba Bubba first introduced?	1979	1984	1972	1980
Which of the following Ivy League universities has its official motto in Hebrew as well as in Latin?	Yale University	Princeton University	Harvard University	Columbia University
A statue of Charles Darwin sits in what London museum?	Natural History Museum	Tate	British Museum	Science Museum
What is the highest number of Michelin stars a restaurant can receive?	Three	Four	Five	Six
What character was once considered to be the 27th letter of the alphabet?	Ampersand	Interrobang	Tilde	Pilcrow
This field is sometimes known as “The Dismal Science.”	Economics	Philosophy	Politics	Physics
In ancient Greece, if your job were a "hippeus" which of these would you own?	Horse	Weave	Guitar	Boat
What is the world's most expensive spice by weight?	Saffron	Cinnamon	Cardamom	Vanilla
What is the last letter of the Greek alphabet?	Omega	Mu	Epsilon	Kappa
The architect known as Le Corbusier was an important figure in what style of architecture?	Modernism	Neoclassical	Baroque	Gothic Revival
The term "scientist" was coined in which year?	1833	1933	1942	1796
Which language is NOT Indo-European?	Hungarian	Russian	Greek	Latvian
What does a milliner make and sell?	Hats	Shoes	Belts	Shirts
In the Morse code, which letter is indicated by 3 dots? 	S	O	A	C
Which of these words means "idle spectator"?	Gongoozler	Gossypiboma	Jentacular	Meupareunia
What is the name of the very first video uploaded to YouTube?	Me at the zoo	tribute	carrie rides a truck	Her new puppy from great grandpa vern.
What is a dead mall?	A mall with high vacancy rates or low consumer foot traffic	A mall with no stores	A mall that has been condemed	A mall after business hours
What is the full title of the Prime Minister of the UK?	First Lord of the Treasury	Duke of Cambridge	Her Majesty's Loyal Opposition	Manager of the Crown Estate
What is the star sign of someone born on Valentines day?	Aquarius	Pisces	Capricorn	Scorpio
The Fields Medal, one of the most sought after awards in mathematics, is awarded every how many years?	4	3	5	6
In what year was McDonald's founded?	1955	1964	1951	1947
What alcoholic drink is mainly made from juniper berries?	Gin	Vodka	Rum	Tequila
Which essential condiment is also known as Japanese horseradish?	Wasabi 	Mentsuyu	Karashi	Ponzu
When did the website "Facebook" launch?	2004	2005	2003	2006
What is the name given to Indian food cooked over charcoal in a clay oven?	Tandoori	Biryani	Pani puri	Tiki masala
What is the average life span of a garden ant?	15 years	24 hours	1 week	3 years
Which of these is the name of a Japanese system of alternative medicine, literally meaning "finger pressure"?	Shiatsu	Ukiyo	Majime	Ikigai
On average, Americans consume 100 pounds of what per second?	Chocolate	Potatoes	Donuts	Cocaine
The website "Shut Up & Sit Down" reviews which form of media?	Board Games	Television Shows	Video Games	Films
What was Mountain Dew's original slogan?	Yahoo! Mountain Dew... It'll tickle your innards!	Give Me A Dew	Do The Dew	Get' that barefoot feelin' drinkin' Mountain Dew
What is the name of the popular animatronic singing fish prop, singing such hits such as "Don't Worry, Be Happy"?	Big Mouth Billy Bass	Big Billy Bass	Singing Fish	Sardeen
Frank Lloyd Wright was the architect behind what famous building?	The Guggenheim	Villa Savoye	Sydney Opera House	The Space Needle
What is the currency of Poland?	Złoty	Ruble	Euro	Krone
Which American manufactured submachine gun was informally known by the American soldiers that used it as "Grease Gun"?	M3	Colt 9mm	Thompson	MAC-10
Which of the following carbonated soft drinks were introduced first?	Dr. Pepper	Coca-Cola	Sprite	Mountain Dew
Computer manufacturer Compaq was acquired for $25 billion dollars in 2002 by which company?	Hewlett-Packard	Toshiba	Asus	Dell
What does the "G" mean in "G-Man"?	Government	Going	Ghost	Geronimo
Amsterdam Centraal station is twinned with what station?	London Liverpool Street	Frankfurt (Main) Hauptbahnhof	Paris Gare du Nord	Brussels Midi
What country saw a world record 315 million voters turn out for elections on May 20, 1991?	India	United States of America	Soviet Union	Poland
Who invented Pastafarianism?	Bobby Henderson	Eric Tignor	Bill Nye	Zach Soldi
What is the Portuguese word for "Brazil"?	Brasil	Brazil	Brasilia	Brasíl
Which country has the most Trappist breweries?	Belgium	Netherlands	France	USA
What year was Apple Inc. founded?	1976	1978	1980	1974
Which Italian automobile manufacturer gained majority control of U.S. automobile manufacturer Chrysler in 2011?	Fiat	Maserati	Alfa Romeo	Ferrari
What did the Spanish autonomous community of Catalonia ban in 2010, that took effect in 2012?	Bullfighting	Fiestas	Flamenco	Mariachi
What was the name given to Japanese military dictators who ruled the country through the 12th and 19th Century?	Shogun	Ninja	Samurai	Shinobi
In a standard set of playing cards, which is the only king without a moustache?	Hearts	Spades	Diamonds	Clubs
What is the Swedish word for "window"?	F&ouml;nster	H&aring;l	Sk&auml;rm	Ruta
When was the Declaration of Independence approved by the Second Continental Congress?	July 4, 1776	May 4, 1776	June 4, 1776	July 2, 1776
Scotch whisky and Drambuie make up which cocktail?	Rusty Nail	Screwdriver	Sex on the Beach	Manhattan
What is the German word for "spoon"?	L&ouml;ffel	Gabel	Messer	Essst&auml;bchen
According to the BBPA, what is the most common pub name in the UK?	Red Lion	Royal Oak	White Hart	King's Head
What is the romanized Russian word for "winter"?	Zima	Leto	Vesna	Osen'
What is real haggis made of?	Sheep's Heart, Liver and Lungs	Sheep's Heart, Kidneys and Lungs	Sheep's Liver, Kidneys and Eyes	Whole Sheep
What is the defining characteristic of someone who is described as hirsute?	Hairy	Rude	Funny	Tall
What fast food chain has the most locations globally? 	Subway	Starbucks	McDonalds	KFC
Which slogan did the fast food company, McDonald's, use before their "I'm Lovin' It" slogan?	We Love to See You Smile	Why Pay More!?	Have It Your Way	Making People Happy Through Food
In 2013 how much money was lost by Nigerian scams?	$12.7 Billion	$95 Million	$956 Million	$2.7 Billion
Which country drives on the left side of the road?	Japan	Germany	Russia	China
Apple co-founder Steve Jobs died from complications of which form of cancer?	Pancreatic	Bone	Liver	Stomach
In a 1994 CBS interview, Microsoft co-founder Bill Gates performed what unusual trick on camera?	Jumping over an office chair	Jumping backwards over a desk	Standing on his head	Typing on a keyboard during a handstand
The Mexican Beer "Corona" is what type of beer?	Pale Lager	India Pale Ale	Pilfsner	Baltic Porter
What was the destination of the missing flight MH370?	Beijing	Kuala Lumpur	Singapore	Tokyo
Rolex is a company that specializes in what type of product?	Watches	Cars	Computers	Sports equipment
Who is a co-founder of music streaming service Spotify?	Daniel Ek	Sean Parker	Felix Miller	Michael Breidenbruecker
Linus Pauling, one of the only winners of multiple Nobel Prizes, earned his Nobel Prizes in Chemistry and what?	Peace	Physics	Economics	Physiology/Medicine
What direction does the Statue of Liberty face?	Southeast	Southwest	Northwest	Northeast
A doctor with a PhD is a doctor of what?	Philosophy	Psychology	Phrenology	Physical Therapy
What is the Italian word for "tomato"?	Pomodoro	Aglio	Cipolla	Peperoncino
Which item of clothing is usually worn by a Scotsman at a wedding?	Kilt	Skirt	Dress	Rhobes
According to the United States' CDC, one in how many Americans die annually due to smoking?	Five	Twenty	Ten	One hundred
Which logical fallacy means to attack the character of your opponent rather than their arguments?	Ad hominem	Post hoc ergo propter hoc	Tu quoque	Argumentum ad populum
Which of these companies does NOT manufacture automobiles?	Ducati	Nissan	GMC	Fiat
What was the original name of the search engine "Google"?	BackRub	CatMassage	SearchPro	Netscape Navigator
Where does water from Poland Spring water bottles come from?	Maine, United States	Hesse, Germany	Masovia, Poland	Bavaria, Poland
What are the three starter Pokemon available in Pokemon Black and White?	Snivy, Tepig, Oshawott	Snivy, Fennekin, Froakie	Chespin, Tepig, Froakie	Chespin, Fennekin, Oshawott
What is a "dakimakura"?	A body pillow	A Chinese meal, essentially composed of fish	A yoga posture	A word used to describe two people who truly love each other
What name represents the letter "M" in the NATO phonetic alphabet?	Mike	Matthew	Mark	Max
What was the soft drink Pepsi originally introduced as?	Brad's Drink	Pepsin Pop	Carolina Cola	Pepsin Syrup
Which company was originally known as "Blue Ribbon Sports"?	Nike	Adidas	Puma	Reebok
What was the original name of the search engine "Ask.com"?	Ask Jeeves	Question Central	SearchMaster	InquireNow
Where does the mineral water brand Voss come from?	Norway	Sweden	Finland	Denmark
What are the three starter Pokemon available in Pokemon Diamond and Pearl?	Turtwig, Chimchar, Piplup	Chikorita, Cyndaquil, Totodile	Treecko, Torchic, Mudkip	Snivy, Tepig, Oshawott
What is "ikigai"?	A Japanese concept meaning "a reason for being"	A type of Japanese fish dish	A traditional Japanese dance	A Japanese festival
What name represents the letter "Y" in the NATO phonetic alphabet?	Yankee	Yellow	Yogi	Yarrow
What was the original purpose of the invention of the microwave oven?	Radar technology	Communication device	Medical instrument	Weather forecasting tool
What is the primary element found in the Earth's core?	Iron	Nickel	Magnesium	Silicon
Which of these animals is capable of regeneration?	Axolotl	Dolphin	Elephant	Kangaroo
What is the national flower of Scotland?	Thistle	Rose	Daffodil	Tulip
Who was the first female Prime Minister of Pakistan?	Benazir Bhutto	Indira Gandhi	Golda Meir	Margaret Thatcher
Which planet has the shortest day in our solar system?	Jupiter	Saturn	Uranus	Neptune
What is the primary currency used in Thailand?	Baht	Ringgit	Dong	Kip
Who wrote the existential novel "Nausea"?	Jean-Paul Sartre	Albert Camus	Franz Kafka	Simone de Beauvoir
What is the main ingredient in traditional Russian borscht?	Beetroot	Cabbage	Potato	Carrot
Who is the Greek god of wine?	Dionysus	Apollo	Ares	Hermes
Which city hosted the first modern Olympic Games in 1896?	Athens	Paris	London	Rome
What is the highest mountain in North America?	Denali	Mount Whitney	Mount Elbert	Mount Rainier
Who invented the World Wide Web?	Tim Berners-Lee	Vint Cerf	Robert Kahn	Marc Andreessen
What is the capital of Kazakhstan?	Nur-Sultan	Almaty	Tashkent	Bishkek
What is the largest desert in Asia?	Gobi Desert	Arabian Desert	Thar Desert	Karakum Desert
Which country is the largest producer of opium?	Afghanistan	Myanmar	Mexico	Colombia
What is the least populated country in the world?	Vatican City	Monaco	San Marino	Liechtenstein
Who was the first emperor of China?	Qin Shi Huang	Han Gaozu	Tang Taizong	Wu Zetian
What is the primary ingredient in the Korean dish "kimchi"?	Cabbage	Radish	Carrot	Potato
What is the longest river in Asia?	Yangtze River	Yellow River	Mekong River	Indus River
Who painted "The Persistence of Memory"?	Salvador Dalí	Pablo Picasso	Vincent van Gogh	René Magritte
Which country is known as the Land of the Midnight Sun?	Norway	Sweden	Finland	Iceland
What is the most widely spoken language family in the world?	Indo-European	Sino-Tibetan	Afro-Asiatic	Niger-Congo
Which ocean is the deepest?	Pacific Ocean	Atlantic Ocean	Indian Ocean	Arctic Ocean
What is the primary function of the mitochondria in cells?	Energy production	Protein synthesis	DNA replication	Lipid metabolism
Which playwright wrote "Waiting for Godot"?	Samuel Beckett	Tom Stoppard	Harold Pinter	Arthur Miller
What is the rarest blood type in the world?	AB negative	O positive	A negative	B positive
Who was the first Secretary-General of the United Nations?	Trygve Lie	Dag Hammarskjöld	U Thant	Boutros Boutros-Ghali
What is the primary ingredient in the Italian dessert "tiramisu"?	Mascarpone cheese	Ricotta cheese	Mozzarella cheese	Parmesan cheese
What is the highest waterfall in the world?	Angel Falls	Tugela Falls	Niagara Falls	Victoria Falls
Who developed the theory of evolution by natural selection?	Charles Darwin	Alfred Russel Wallace	Gregor Mendel	Louis Pasteur
What is the capital of Ethiopia?	Addis Ababa	Nairobi	Khartoum	Kampala
What is the largest lake in Africa?	Lake Victoria	Lake Tanganyika	Lake Malawi	Lake Chad
Which artist is known for the painting "Guernica"?	Pablo Picasso	Salvador Dalí	Joan Miró	Diego Rivera
What is the primary language spoken in Brazil?	Portuguese	Spanish	French	English
Which element is the most abundant in the Earth's crust?	Oxygen	Silicon	Aluminum	Iron
What is the main export of Saudi Arabia?	Oil	Gold	Dates	Coffee
Who was the first woman to win a Nobel Prize?	Marie Curie	Dorothy Hodgkin	Irene Joliot-Curie	Rosalind Franklin
What is the tallest building in the world as of 2023?	Burj Khalifa	Shanghai Tower	Abraj Al-Bait Clock Tower	Lotte World Tower
What is the national dish of Spain?	Paella	Sushi	Tacos	Borscht
Who is the author of "One Hundred Years of Solitude"?	Gabriel Garcia Marquez	Mario Vargas Llosa	Jorge Luis Borges	Isabel Allende
What is the largest island in the world?	Greenland	New Guinea	Borneo	Madagascar
Which chemical element has the highest melting point?	Tungsten	Iron	Platinum	Gold
In cockney rhyming slang what are 'Mince Pies'?	Eyes	Skies	Lies	Flies
Which word is defined as 'a small auxiliary engine on a ship'?	Donkey Engine	Gabelle	Grommet	Yarborough
What kind of officer is charged with providing clothing, fuel, and transportation for troops?	A quartermaster	A sergeant	A major	A captain
Which word is defined as 'copious but meaningless talk or writing'?	Argle-bargle	Quomodocunquizing	Valetudinarian	Agastopia
In language, 'me' is which type of pronoun?	First person	Second person	Third person	Plural
What is the geological term meaning 'to wear away'?	Erode	Erupt	Elevate	Emanate
What does the French word 'merci' mean?	Thank you	Hello	Yes	Goodbye
The name of which place of biblical significance actually means 'House of Bread''	Bethlehem	Jerusalem	Jericho	Babylon
Which country was served by Olympic Airlines?	Greece	Italy	Spain	Egypt
What is the 3-letter order which, when given by a patient, calls for no chest compressions?	DNR (do not resuscitate)	CPR (cardiopulmonary resuscitation)	ALS (advanced life support)	SOS (save our souls)
What type of comparison is the phrase 'He was like an eagle chained to the ground' an example of?	A simile	A metaphor	An analogy	A hyperbole
In 1911 Roald Amundsen became the first person to reach where?	South Pole	The Peak of Mount Everest	The Moon	The Mariana Trench
What is a barrier that blocks flowing water?	Dam	Clam	Scam	Lamb
Which German dog breed features short legs and a long body?	Dachshund	German Shepherd	Doberman Pinscher	Rottweiler
Which is the only US state whose official song was written for a Broadway musical?	Oklahoma	Texas	California	New York
A 42 foot sperm whale has about 7 tons of __________ in it.	Oil	Blood	Sperm	Water
What are the rotating blades on an aircraft called?	Propellers	Fans	Turbines	Spinnies
Which word is defined as 'having wooly or crispy hair'?	Ulotrichous	Conjubilant	Kakorrhaphiophobia	Sprunt
How Is St Sylvester's Day Otherwise Known?	New Years Eve	Boxing Day	Easter Monday	Shrove Tuesday
Which word is defined as 'afraid of finishing anything'?	Finifugal	Groke	Gabelle	Salopettes
What is the worlds longest concrete dam?	Three Gorges Dam	Grand Coulee Dam	Hoover Dam	Oroville Dam
Cows Come In Herds, What Do Geese Come In?	Gaggles	Yarns	Flocks	Huddles
Transformers are ___________ in disguise. 	Robots	Aliens	Gods	Wizards
What Is Ghee?	Clarified Butter 	A type of buffalo, native to India	A style of dance	A cloud formation
In phonetics, which of these is an example of a plosive sound?	The g in 'green'	The v in 'village'	The r in 'red'	The m in 'mother'
What was the name of the domestic videocassette tape recorder system introduced by Sony in 1975?	Betamax	VHS	SuperMotion	Videoman
Which -ism is used when something out of its proper historical context?	Anachronism	Calvinism	Cynicism	Feudalism
What is Myrrh?	Gum resin	Herb	Incense	Precious Metal
Which word is defined as 'a harsh, discordant mixture of sounds'?	Cacophony	Cabotage	Gardyloo	Halfpace
What word is used in the NATO Phonetic Alphabet for the letter M?	Mike	Mambo	Mauritius	Mendip
What is the term for an exaggeration that uses extreme words and expressions?	Hyperbole	Metaphor	Simile	Personification
In which Florida beach town is Donald Trump's Mar-a-Lago estate?	Palm Beach	Miami Beach	Daytona Beach	Clearwater Beach
What is the name of the small candy often used to soothe coughs?	Lozenge	Gumdrop	Mint	Candy
What is an Icelandic epic called?	Saga	Chronicle	Yerlig	Jordun
In phonetics, which of these is an example of a plosive sound?	The p in 'pin'	The ch in 'cheese'	The n in 'no'	The m in 'mother'
Which word is defined as 'a small quantity of something left over'?	Tittynope	Funambulist	Blatherskite	Winklepicker
What is the name of the white fox terrier owned by boy explorer Tintin?	Snowy	Foxy	Pal	Rover
Which of these words means "to treat someone like a celebrity"?	Lionize	Tigerize	Pantherize	Hyenize
What did 'my true love give to me' on the seventh day of Christmas?	7 Swans A Swimming	7 Maids a Milking	7 Lords A Leaping	7 Drummers Drumming
What is the Spanish word for 'reddish-brown' that signifies a cigar class?	Colorado	Blanco	Negro	Verde
What is the name of the toothed object commonly used to straighten hair?	Comb	Pliers	Scissor	Razor
What is the "P" in UPS, the world's largest package delivery company?	Parcel	Postal	Pound	Pouch
What word is used in the NATO Phonetic Alphabet for the letter F?	Foxtrot	Forget	Fail	Felicity
Complete this popular saying: 'Give credit where credit is _______'	Due	Earned	Needed	Appreciated
What term for someone who tells stories and anecdotes with skill and wit?	A raconteur	A troubadour	A dilettante	A bard
What is the familiar expression for something that draws attention away from the main issue?	Red Herring	Blue Lobster	Green Shrimp	Yellow Squid
